ID,Text,Source
370,Монголын сонгодог урлагийн уран бүтээлчид Европт 2113 хотод тоглолт хийж амжилттай өндөрлөлөө.,montsame.mn
371,"Эрдэнэт хотод технологийн хотхон нээгдэж, 2796 гаруй залуучуудад ажлын байр бий болголоо.",unuudur.mn
372,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",eagle.mn
373,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж байна. Ноолуурын үнэ 21 хувиар буурсан нь малчдыг хүнд байдалд оруулж байна.,ikon.mn
374,"Тавантолгойн нүүрсний экспортын хэмжээ 5 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",ikon.mn
375,Эрүүл мэндийн даатгалын хамрагдалт 41 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,news.mn
376,"Булган аймагт зургадугаар сард хүчтэй шороон шуурга шуурч, 3897 айлын амьдрал доройтсон.",zorig.mn
377,"Төв банк инфляцийг 21 хувьд тогтвортой барьж, мөнгөний бодлогоо сайжруулсан нь эерэг үр дүн авчирч байна.",montsame.mn
378,Монголын блокчэйн стартап компани 100 сая долларын хөрөнгө оруулалт татаж чадлаа.,gogo.mn
379,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 6 хувь нэмэгдсэн бн.",montsame.mn
380,Монголын сонгодог урлагийн уран бүтээлчид Европт 3109 хотод тоглолт хийж амжилттай өндөрлөлөө.,zorig.mn
381,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 41 хувиар нэмэгдсэн байна.",news.mn
382,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",eagle.mn
383,"Цахим мөнгөний ашиглалт 4384 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",montsame.mn
384,Эрүүл мэндийн даатгалын хамрагдалт 34 хувьд хүрэв ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар бн.,eagle.mn
385,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 17 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",news.mn
386,"Дорноговь аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 2487 гаруй малчин хамрагдлаа.",news.mn
387,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 1.5 га-гаар нэмэгдлээ.",ikon.mn
388,"Эрдэнэт хотод технологийн хотхон нээгдэж, 4242 гаруй залуучуудад ажлын байр бий болголоо.",news.mn
389,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 368 цаг давж байна.",eagle.mn
390,Эрүүл мэндийн даатгалын хамрагдалт 13 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,news.mn
391,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж бн. Ноолуурын үнэ 22 хувь буурсан нь малчдыг хүнд байдалд оруулж бн.,montsame.mn
392,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",unuudur.mn
393,"Хөвсгөл нуурын экосистемийг хамгаалах хөтөлбөр хэрэгжиж, биологийн олон янз байдлыг хамгаалахад чухал ач холбогдолтой боллоо.",unuudur.mn
394,"Эрдэнэт хотод технологийн хотхон нээгдэж, 683 гаруй залуучуудад ажлын байр бий болголоо.",news.mn
395,"Ховд аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",news.mn
396,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 42 хувиар өссөн байна.,ikon.mn
397,"Хот даяар ногоон байгууламжийн талбай нэмэгдэж, агаарын чанарыг сайжруулахад хувь нэмэр оруулж байна. Мод тарих аян үргэлжилж байна.",news.mn
398,"Төв аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",ikon.mn
399,Чингис хаан олон улсын нисэх онгоцны буудал жилд 1452 сая зорчигч хүлээн авч байна.,eagle.mn
400,Дэлхийн банк-оос 50 сая долларын хөнгөлөлттэй зээл олгохоор шийдвэрлэсэн нь дэд бүтцийн хөгжилд боломж нээж байна.,montsame.mn
401,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",ikon.mn
402,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",unuudur.mn
403,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 1298 дахин нэмэгдүүлсэн байна.",zorig.mn
404,"Хот даяар ногоон байгууламжийн талбай нэмэгдэж, агаарын чанарыг сайжруулахад хувь нэмэр оруулж байна. Мод тарих аян үргэлжилж байна.",unuudur.mn
405,"Увс аймагт ноцтой үер бууж, 871 гаруй гэр барилга усанд автсан. Онцгой байдлын алба ажиллаж бн.",news.mn
406,"Цахим мөнгөний ашиглалт 853 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",unuudur.mn
407,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 3145 цаг давж байна.",unuudur.mn
408,"Дорноговь аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 32 хувиар өсөх төлөвтэй байна.",gogo.mn
409,"Тавантолгойн нүүрсний экспортын хэмжээ 1.5 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",ikon.mn
410,"Метроны барилгын ажил албан ёсоор эхэлж, 2030 онд ашиглалтад ороход түгжрэлийг 15 хувиар бууруулна.",ikon.mn
411,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 26 хувиар нэмэгдсэн байна.",montsame.mn
412,"Архангай аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",unuudur.mn
413,"Бэлчээрийн доройтол дээд цэгтээ хүрч, малын тэжээл хомсдож байна. Цаг уурын өөрчлөлт малчдын амьдралд гол нөлөө үзүүлж байна.",montsame.mn
414,"Хүүхдийн ядуурлын түвшин 22 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч бн.",montsame.mn
415,"Цахим мөнгөний ашиглалт 2290 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",gogo.mn
416,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 3133 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,zorig.mn
417,"Хот даяар ногоон байгууламжийн талбай нэмэгдэж, агаарын чанарыг сайжруулахад хувь нэмэр оруулж байна. Мод тарих аян үргэлжилж байна.",news.mn
418,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 2.5 га-гаар нэмэгдлээ.",zorig.mn
419,"Эрдэнэт хотод технологийн хотхон нээгдэж, 1408 гаруй залуучуудад ажлын байр бий болголоо.",unuudur.mn
420,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 3.2 тэрбум долларын орлого авчирна.",montsame.mn
421,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 43 хувиар өссөн байна.,news.mn
422,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 34 хувиар нэмэгдүүлэх боломжтой боллоо.,zorig.mn
423,Эрүүл мэндийн даатгалын хамрагдалт 18 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,gogo.mn
424,"Бэлчээрийн доройтол дээд цэгтээ хүрч, малын тэжээл хомсдож байна. Цаг уурын өөрчлөлт малчдын амьдралд гол нөлөө үзүүлж байна.",montsame.mn
425,"БНСУ-д ажиллаж байгаа Монгол иргэдийн цалин өсч, гэр бүлдээ илгээх мөнгөн гуйвуулга 2.5 тэрбум төгрөгт хүрлээ.",unuudur.mn
426,"Бэлчээрийн доройтол дээд цэгтээ хүрч, малын тэжээл хомсдож бн. Цаг уурын өөрчлөлт малчдын амьдралд гол нөлөө үзүүлж бн.",montsame.mn
427,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж байна. Ноолуурын үнэ 7 хувиар буурсан нь малчдыг хүнд байдалд оруулж байна.,eagle.mn
428,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 2548 алтан медаль хүртлээ.",gogo.mn
429,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",montsame.mn
430,"Хот даяар ногоон байгууламжийн талбай нэмэгдэж, агаарын чанарыг сайжруулахад хувь нэмэр оруулж байна. Мод тарих аян үргэлжилж байна.",news.mn
431,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 50 га-гаар нэмэгдлээ.",ikon.mn
432,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",news.mn
433,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 5 га-гаар нэмэгдлээ.",ikon.mn
434,"БНСУ-д ажиллаж байгаа Монгол иргэдийн цалин өсч, гэр бүлдээ илгээх мөнгөн гуйвуулга 10 тэрбум төгрөгт хүрлээ.",ikon.mn
435,"Монголын кино үйлдвэрлэл сүүлийн жилүүдэд хөгжиж, олон улсын наадамд шагнал хүртсэн 816 бүтээл гарлаа.",news.mn
436,"Хэнтий аймагт малчин эмэгтэйчүүдийн холбоо байгуулагдаж, 1731 гаруй малчин хамрагдлаа.",unuudur.mn
437,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 2436 цаг давж байна.",montsame.mn
438,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 6 хувь нэмэгдүүлэх боломжтой боллоо.,zorig.mn
439,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 2395 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,eagle.mn
440,"Тавантолгойн нүүрсний экспортын хэмжээ 20 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",unuudur.mn
441,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",montsame.mn
442,"Увс аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",gogo.mn
443,"Монгол Улсын эдийн засаг энэ онд 35 хувиар өсч, Азийн хөгжлийн банк энэ ахиц дэвшлийг өндрөөр үнэлж байна.",eagle.mn
444,Төмөр замын шинэ чиглэл ашиглалтад орсон нь экспортын хүчин чадлыг 26 хувиар нэмэгдүүлэх боломжтой боллоо.,montsame.mn
445,"Бэлчээрийн доройтол дээд цэгтээ хүрч, малын тэжээл хомсдож бн. Цаг уурын өөрчлөлт малчдын амьдралд гол нөлөө үзүүлж бн.",eagle.mn
446,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 3318 алтан медаль хүртлээ.",news.mn
447,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 1198 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,ikon.mn
448,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 3800 мянган хүүхэд гэртээ цоожлогдож үлдэж бн.,eagle.mn
449,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 1975 цахилгаан автобус замд гарлаа.",news.mn
450,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 20 га-гаар нэмэгдлээ.",zorig.mn
451,Монголын E-спортын баг Дэлхийн аварга шалгаруулах тэмцээнд шилдэг 4004-д шалгарсан байна.,montsame.mn
452,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж байна. Ноолуурын үнэ 5 хувиар буурсан нь малчдыг хүнд байдалд оруулж байна.,montsame.mn
453,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 3379 алтан медаль хүртлээ.",news.mn
454,Чингис хаан олон улсын нисэх онгоцны буудал жилд 1717 сая зорчигч хүлээн авч бн.,gogo.mn
455,Эрүүл мэндийн даатгалын хамрагдалт 33 хувьд хүрсэн ч эмнэлгийн үйлчилгээний хүртээмж муу байсаар байна.,zorig.mn
456,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 13 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",ikon.mn
457,Хүний эрхийн комиссын тайланд дурдсанаар хүүхдийн хөдөлмөр эрхлэлт 41 хувиар өссөн байна.,ikon.mn
458,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 3424 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,news.mn
459,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 45 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",gogo.mn
460,"Сэлэнгэ аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 8 хувиар өсөх төлөвтэй байна.",news.mn
461,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 14 хувиар нэмэгдсэн байна.",unuudur.mn
462,"Уурхайн бүсэд ажилладаг жолоочид ажлын нөхцөл муу, цалин бага гэж гомдол гарган ажил хаялт зарлалаа.",zorig.mn
463,Хөдөө орон нутгийн малчид ноолуурын үнэ унасанд санаа зовж байна. Ноолуурын үнэ 42 хувиар буурсан нь малчдыг хүнд байдалд оруулж байна.,ikon.mn
464,Монголын блокчэйн стартап компани 50 сая долларын хөрөнгө оруулалт татаж чадлаа.,eagle.mn
465,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 1930 цахилгаан автобус замд гарлаа.",gogo.mn
466,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 4680 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,zorig.mn
467,"Улаанбаатар хотын агаарын бохирдол аюултай түвшинд хүрч, хүүхдийн уушигны өвчлөл 38 хувиар нэмэгдсэн байна.",unuudur.mn
468,"Улаанбаатар хотын замын түгжрэл улам бүр даамжирч, зорчих хугацаа өдөрт 2286 цаг давж бн.",ikon.mn
469,"Оюутолгой зэс алтны уурхайн газар доорхи олборлолт амжилттай үргэлжилж, эдийн засагт жилд 2.5 тэрбум долларын орлого авчирна.",unuudur.mn
470,Монголын анхны хиймэл дагуул хөөргөгдсөн нь сансрын технологийн салбарт түүхэн алхам боллоо.,ikon.mn
471,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 3496 дахин нэмэгдүүлсэн бн.",montsame.mn
472,"Тавантолгойн нүүрсний экспортын хэмжээ 100 сая тоннд хүрч, түүхэн дээд амжилт тогтоолоо.",montsame.mn
473,Монголын сонгодог урлагийн уран бүтээлчид Европт 39 хотод тоглолт хийж амжилттай өндөрлөлөө.,eagle.mn
474,"Монгол Улсын эдийн засаг энэ онд 20 хувиар өсч, ОУВС энэ ахиц дэвшлийг өндрөөр үнэлж байна.",news.mn
475,Монголын сонгодог урлагийн уран бүтээлчид Европт 2553 хотод тоглолт хийж амжилттай өндөрлөлөө.,montsame.mn
476,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",news.mn
477,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 208 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,gogo.mn
478,"Эрдэнэт хотод технологийн хотхон нээгдэж, 274 гаруй залуучуудад ажлын байр бий болголоо.",unuudur.mn
479,"Монгол Улсын эдийн засаг энэ онд 9 хувиар өсч, Азийн хөгжлийн банк энэ ахиц дэвшлийг өндрөөр үнэлж байна.",montsame.mn
480,"Өвөрхангай аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 28 хувиар өсөх төлөвтэй байна.",zorig.mn
481,"Булган аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 10 хувиар өсөх төлөвтэй байна.",ikon.mn
482,"Цахим мөнгөний ашиглалт 4775 дахин нэмэгдэж, мобайл банкны гүйлгээний тоо байнга өсчээ.",zorig.mn
483,"IT компаниуд олон улсын зах зээлд гарч, програм хангамжийн экспортыг 191 дахин нэмэгдүүлсэн байна.",gogo.mn
484,"Архангай аймагт алт олборлогчид голын усыг бохирдуулж, иргэдийн эрүүл мэндэд хор хөнөөл учруулж байна. Байгаль орчны хяналт сулдсан.",news.mn
485,"Эмэгтэй бөхчүүд Ази тивийн аварга шалгаруулах тэмцээнд түрүүлж, спортын түүхэнд нэрээ үлдээлээ.",news.mn
486,"Газрын тосны үнэ дэлхийн зах зээл дээр огцом өсч, дотоодын шатахууны үнэ 29 хувиар нэмэгдлээ. Тээврийн зардал ихэссэн.",ikon.mn
487,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 3064 мянган хүүхэд гэртээ цоожлогдож үлдэж бн.,ikon.mn
488,Монголын сонгодог урлагийн уран бүтээлчид Европт 2512 хотод тоглолт хийж амжилттай өндөрлөлөө.,gogo.mn
489,Цэцэрлэгийн хүчин чадал хүрэлцэхгүй байгаа тул 4737 мянган хүүхэд гэртээ цоожлогдож үлдэж байна.,eagle.mn
490,Монголын блокчэйн стартап компани 2.5 сая долларын хөрөнгө оруулалт татаж чадлаа.,montsame.mn
491,"Баян-Өлгий аймагт сүү боловсруулах шинэ үйлдвэр нээгдэж, орон нутгийн малчдын орлого 21 хувиар өсөх төлөвтэй байна.",eagle.mn
492,"Монгол Улсын эдийн засаг энэ онд 5 хувь өсч, ОУВС энэ ахиц дэвшлийг өндрөөр үнэлж бн.",eagle.mn
493,"Төв аймагт ноцтой үер бууж, 2630 гаруй гэр барилга усанд автсан. Онцгой байдлын алба ажиллаж бн.",montsame.mn
494,"Монголын шигшээ баг олон улсын тэмцээнд өндөр амжилт үзүүлж, 4172 алтан медаль хүртлээ.",ikon.mn
495,"Мал аж ахуйн даатгалын шинэ тогтолцоо нэвтэрч, байгалийн гамшгаар хохирсон малчдад нөхөн олговор олгогдож эхэллээ.",zorig.mn
496,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 100 га-гаар нэмэгдлээ.",eagle.mn
497,"Хөдөө аж ахуйн салбарт инноваци нэвтрүүлж, тэжээлийн ургамал тариалалт 50 га-гаар нэмэгдлээ.",news.mn
498,"Хүүхдийн ядуурлын түвшин 38 хувьд хүрч, олон улсын байгууллагууд анхааруулга өгч байна.",montsame.mn
499,"Хотын нийтийн тээврийн автобусууд цахилгаан автобусаар солигдож, утааны бохирдол багассан байна. 837 цахилгаан автобус замд гарлаа.",unuudur.mn
500,"Эрдэнэт хотод технологийн хотхон нээгдэж, 3715 гаруй залуучуудад ажлын байр бий болголоо.",unuudur.mn
